"YEAR","SAMPLE","SERIAL","CBSERIAL","HHWT","CLUSTER","STATEICP","COUNTYICP","STRATA","GQ","RENT","UNITSSTR","PERNUM","PERWT","RACE","RACED","FTOTINC"
2005,200501,415376,4173,71.0,2005004153761,22,1050,290018,1,0,3,1,62.0,1,100,59080
2005,200501,415376,4173,71.0,2005004153761,22,1050,290018,1,0,3,2,74.0,1,100,59080
2005,200501,415434,7063,253.0,2005004154341,22,1050,290018,1,0,3,1,80.0,1,100,84600
2005,200501,415434,7063,253.0,2005004154341,22,1050,290018,1,0,3,2,267.0,6,600,84600
2005,200501,415434,7063,253.0,2005004154341,22,1050,290018,1,0,3,3,78.0,1,100,84600
2005,200501,415455,8046,49.0,2005004154551,22,1050,290018,1,590,7,1,52.0,1,100,35000
2005,200501,415676,16844,161.0,2005004156761,22,1050,290018,1,350,3,1,173.0,1,100,7500
2005,200501,415739,19254,81.0,2005004157391,22,1050,290018,1,0,3,1,86.0,1,100,16000
2005,200501,415755,19618,70.0,2005004157551,22,1050,290018,1,0,3,1,73.0,1,100,1700
2005,200501,415816,22520,58.0,2005004158161,22,1050,290018,1,0,4,1,61.0,1,100,35904
2005,200501,415842,23905,278.0,2005004158421,22,1050,290018,1,1100,10,1,294.0,1,100,2500
2005,200501,415842,23905,278.0,2005004158421,22,1050,290018,1,1100,10,2,395.0,1,100,0
2005,200501,415842,23905,278.0,2005004158421,22,1050,290018,1,1100,10,3,292.0,1,100,0
2005,200501,415842,23905,278.0,2005004158421,22,1050,290018,1,1100,10,4,294.0,1,100,0
2005,200501,415860,24654,57.0,2005004158601,22,1050,290018,1,0,3,1,61.0,1,100,26900
2005,200501,415860,24654,57.0,2005004158601,22,1050,290018,1,0,3,2,61.0,1,100,26900
2005,200501,415917,27025,77.0,2005004159171,22,1050,290018,1,0,4,1,69.0,1,100,298800
2005,200501,415917,27025,77.0,2005004159171,22,1050,290018,1,0,4,2,80.0,1,100,298800
2005,200501,415933,27799,50.0,2005004159331,22,1050,290018,1,0,3,1,55.0,1,100,144200
2005,200501,415933,27799,50.0,2005004159331,22,1050,290018,1,0,3,2,55.0,1,100,144200
2005,200501,415989,30105,137.0,2005004159891,22,1050,290018,1,1300,6,1,145.0,1,100,4900
2005,200501,415989,30105,137.0,2005004159891,22,1050,290018,1,1300,6,2,144.0,1,100,750
2005,200501,415989,30105,137.0,2005004159891,22,1050,290018,1,1300,6,3,145.0,1,100,10500
2005,200501,415989,30105,137.0,2005004159891,22,1050,290018,1,1300,6,4,144.0,1,100,700
2005,200501,416025,31917,80.0,2005004160251,22,1050,290018,1,530,6,1,84.0,1,100,15400
2005,200501,416102,35304,99.0,2005004161021,22,1050,290018,1,750,6,1,104.0,1,100,92000
2005,200501,416102,35304,99.0,2005004161021,22,1050,290018,1,750,6,2,74.0,1,100,92000
2005,200501,416141,36879,79.0,2005004161411,22,1050,290018,1,0,3,1,84.0,1,100,8000
2005,200501,416141,36879,79.0,2005004161411,22,1050,290018,1,0,3,2,114.0,1,100,8000
2005,200501,416145,37260,72.0,2005004161451,22,1050,290018,1,0,3,1,77.0,1,100,26000
2005,200501,416145,37260,72.0,2005004161451,22,1050,290018,1,0,3,2,85.0,1,100,26000
2005,200501,416145,37260,72.0,2005004161451,22,1050,290018,1,0,3,3,115.0,1,100,26000
2005,200501,416145,37260,72.0,2005004161451,22,1050,290018,1,0,3,4,104.0,1,100,26000
2005,200501,416172,38388,271.0,2005004161721,22,1050,290018,1,2300,3,1,284.0,1,100,10000
2005,200501,416172,38388,271.0,2005004161721,22,1050,290018,1,2300,3,2,251.0,8,801,10000
2005,200501,416172,38388,271.0,2005004161721,22,1050,290018,1,2300,3,3,284.0,1,100,10000
2005,200501,416172,38388,271.0,2005004161721,22,1050,290018,1,2300,3,4,283.0,1,100,10000
2005,200501,416172,38388,271.0,2005004161721,22,1050,290018,1,2300,3,5,283.0,1,100,10000
2005,200501,416184,38806,56.0,2005004161841,22,1050,290018,1,0,3,1,55.0,1,100,72000
2005,200501,416184,38806,56.0,2005004161841,22,1050,290018,1,0,3,2,60.0,1,100,72000
2005,200501,416198,39259,63.0,2005004161981,22,1050,290018,1,0,3,1,66.0,1,100,46810
2005,200501,416198,39259,63.0,2005004161981,22,1050,290018,1,0,3,2,67.0,1,100,46810
2005,200501,416220,40497,206.0,2005004162201,22,1050,290018,1,2300,3,1,218.0,1,100,0
2005,200501,416220,40497,206.0,2005004162201,22,1050,290018,1,2300,3,2,217.0,1,100,0
2005,200501,416220,40497,206.0,2005004162201,22,1050,290018,1,2300,3,3,218.0,1,100,0
2005,200501,416220,40497,206.0,2005004162201,22,1050,290018,1,2300,3,4,217.0,1,100,0
2005,200501,416220,40497,206.0,2005004162201,22,1050,290018,1,2300,3,5,219.0,1,100,0
2005,200501,416248,41510,67.0,2005004162481,22,1050,290018,1,0,3,1,72.0,1,100,93700
2005,200501,416248,41510,67.0,2005004162481,22,1050,290018,1,0,3,2,65.0,1,100,93700
2005,200501,416248,41510,67.0,2005004162481,22,1050,290018,1,0,3,3,97.0,1,100,93700
2005,200501,416396,47657,59.0,2005004163961,22,1050,290018,1,0,3,1,55.0,1,100,113000
2005,200501,416396,47657,59.0,2005004163961,22,1050,290018,1,0,3,2,63.0,1,100,113000
2005,200501,416497,53266,61.0,2005004164971,22,1050,290018,1,0,3,1,66.0,1,100,37850
2005,200501,416497,53266,61.0,2005004164971,22,1050,290018,1,0,3,2,135.0,1,100,37850
2005,200501,416575,57197,63.0,2005004165751,22,1050,290018,1,630,7,1,66.0,9,901,7000
2005,200501,416575,57197,63.0,2005004165751,22,1050,290018,1,630,7,2,85.0,9,901,500
2005,200501,416581,57433,74.0,2005004165811,22,1050,290018,1,0,3,1,78.0,1,100,26400
2005,200501,416609,58983,76.0,2005004166091,22,1050,290018,1,480,3,1,79.0,1,100,13000
2005,200501,416683,61923,99.0,2005004166831,22,1050,290018,1,0,3,1,106.0,1,100,14400
2005,200501,416907,72643,143.0,2005004169071,22,1050,290018,1,530,6,1,160.0,1,100,56000
2005,200501,416907,72643,143.0,2005004169071,22,1050,290018,1,530,6,2,151.0,1,100,56000
2005,200501,416987,76694,50.0,2005004169871,22,1050,290018,1,0,3,1,75.0,1,100,23500
2005,200501,416987,76694,50.0,2005004169871,22,1050,290018,1,0,3,2,53.0,1,100,23500
2005,200501,416987,76694,50.0,2005004169871,22,1050,290018,1,0,3,3,74.0,1,100,23500
2005,200501,416987,76694,50.0,2005004169871,22,1050,290018,1,0,3,4,74.0,1,100,23500
2005,200501,417045,79320,95.0,2005004170451,22,1050,290018,1,0,1,1,99.0,1,100,37600
2005,200501,417045,79320,95.0,2005004170451,22,1050,290018,1,0,1,2,73.0,1,100,37600
2005,200501,417157,85083,138.0,2005004171571,22,1050,290018,1,0,3,1,154.0,1,100,37500
2005,200501,417157,85083,138.0,2005004171571,22,1050,290018,1,0,3,2,145.0,1,100,37500
2005,200501,417157,85083,138.0,2005004171571,22,1050,290018,1,0,3,3,98.0,1,100,37500
2005,200501,417246,88956,63.0,2005004172461,22,1050,290018,1,0,3,1,55.0,1,100,311000
2005,200501,417246,88956,63.0,2005004172461,22,1050,290018,1,0,3,2,66.0,1,100,311000
2005,200501,417303,91418,200.0,2005004173031,22,1050,290018,1,560,9,1,209.0,5,500,3200
2005,200501,417303,91418,200.0,2005004173031,22,1050,290018,1,560,9,2,118.0,1,100,1600
2005,200501,417322,92215,72.0,2005004173221,22,1050,290018,1,0,3,1,65.0,1,100,94050
2005,200501,417322,92215,72.0,2005004173221,22,1050,290018,1,0,3,2,76.0,1,100,94050
2005,200501,417322,92215,72.0,2005004173221,22,1050,290018,1,0,3,3,110.0,1,100,94050
2005,200501,417322,92215,72.0,2005004173221,22,1050,290018,1,0,3,4,107.0,1,100,94050
2005,200501,417372,94758,74.0,2005004173721,22,1050,290018,1,0,3,1,75.0,1,100,62100
2005,200501,417372,94758,74.0,2005004173721,22,1050,290018,1,0,3,2,91.0,1,100,62100
2005,200501,417372,94758,74.0,2005004173721,22,1050,290018,1,0,3,3,90.0,1,100,62100
2005,200501,417395,95737,97.0,2005004173951,22,1050,290018,1,0,3,1,96.0,1,100,71000
2005,200501,417395,95737,97.0,2005004173951,22,1050,290018,1,0,3,2,104.0,1,100,71000
2005,200501,417395,95737,97.0,2005004173951,22,1050,290018,1,0,3,3,129.0,1,100,71000
2005,200501,417474,99370,99.0,2005004174741,22,1050,290018,1,50,5,1,104.0,1,100,5000
2005,200501,417474,99370,99.0,2005004174741,22,1050,290018,1,50,5,2,73.0,1,100,5000
2005,200501,417686,109540,183.0,2005004176861,22,1050,290018,1,800,3,1,86.0,1,100,57010
2005,200501,417686,109540,183.0,2005004176861,22,1050,290018,1,800,3,2,192.0,6,620,57010
2005,200501,417713,110864,99.0,2005004177131,22,1050,290018,1,0,3,1,89.0,1,100,43300
2005,200501,417713,110864,99.0,2005004177131,22,1050,290018,1,0,3,2,105.0,1,100,43300
2005,200501,417775,113202,71.0,2005004177751,22,1050,290018,1,570,8,1,74.0,1,100,20000
2005,200501,417775,113202,71.0,2005004177751,22,1050,290018,1,570,8,2,113.0,1,100,20000
2005,200501,417817,115341,81.0,2005004178171,22,1050,290018,1,450,1,1,70.0,1,100,52300
2005,200501,417817,115341,81.0,2005004178171,22,1050,290018,1,450,1,2,86.0,1,100,52300
2005,200501,417817,115341,81.0,2005004178171,22,1050,290018,1,450,1,3,69.0,1,100,52300
2005,200501,417817,115341,81.0,2005004178171,22,1050,290018,1,450,1,4,134.0,1,100,52300
2005,200501,417818,115344,108.0,2005004178181,22,1050,290018,1,0,3,1,99.0,1,100,66000
2005,200501,417818,115344,108.0,2005004178181,22,1050,290018,1,0,3,2,113.0,1,100,66000
2005,200501,417826,115913,121.0,2005004178261,22,1050,290018,1,0,3,1,135.0,1,100,60000
2005,200501,417826,115913,121.0,2005004178261,22,1050,290018,1,0,3,2,127.0,1,100,60000
2005,200501,417866,117897,168.0,2005004178661,22,1050,290018,1,0,1,1,178.0,1,100,50000
2005,200501,417866,117897,168.0,2005004178661,22,1050,290018,1,0,1,2,177.0,1,100,50000
2005,200501,417982,122935,87.0,2005004179821,22,1050,290018,1,550,6,1,90.0,1,100,1500
2005,200501,418024,125173,67.0,2005004180241,22,1050,290018,1,0,3,1,118.0,7,700,57590
2005,200501,418024,125173,67.0,2005004180241,22,1050,290018,1,0,3,2,71.0,1,100,57590
2005,200501,418024,125173,67.0,2005004180241,22,1050,290018,1,0,3,3,119.0,7,700,57590
2005,200501,418024,125173,67.0,2005004180241,22,1050,290018,1,0,3,4,120.0,7,700,57590
2005,200501,418097,128909,98.0,2005004180971,22,1050,290018,1,0,3,1,132.0,1,100,80940
2005,200501,418097,128909,98.0,2005004180971,22,1050,290018,1,0,3,2,103.0,1,100,80940
2005,200501,418097,128909,98.0,2005004180971,22,1050,290018,1,0,3,3,128.0,1,100,80940
2005,200501,418097,128909,98.0,2005004180971,22,1050,290018,1,0,3,4,127.0,1,100,80940
2005,200501,418159,131876,205.0,2005004181591,22,1050,290018,1,0,3,1,215.0,6,620,103000
2005,200501,418159,131876,205.0,2005004181591,22,1050,290018,1,0,3,2,163.0,8,886,103000
2005,200501,418160,131877,66.0,2005004181601,22,1050,290018,1,0,3,1,88.0,1,100,106010
2005,200501,418160,131877,66.0,2005004181601,22,1050,290018,1,0,3,2,69.0,1,100,106010
2005,200501,418217,134837,206.0,2005004182171,22,1050,290018,1,540,6,1,217.0,5,500,0
2005,200501,418217,134837,206.0,2005004182171,22,1050,290018,1,540,6,2,163.0,5,500,0
2005,200501,418220,134921,75.0,2005004182201,22,1050,290018,1,0,1,1,78.0,1,100,39400
2005,200501,418220,134921,75.0,2005004182201,22,1050,290018,1,0,1,2,66.0,1,100,39400
2005,200501,418339,140905,57.0,2005004183391,22,1050,290018,1,0,3,1,76.0,1,100,106400
2005,200501,418339,140905,57.0,2005004183391,22,1050,290018,1,0,3,2,58.0,1,100,106400
2005,200501,418339,140905,57.0,2005004183391,22,1050,290018,1,0,3,3,47.0,1,100,106400
2005,200501,418499,148189,61.0,2005004184991,22,1050,290018,1,0,3,1,64.0,1,100,84100
2005,200501,418540,150135,53.0,2005004185401,22,1050,290018,1,0,3,1,55.0,1,100,58300
2005,200501,418595,153331,94.0,2005004185951,22,1050,290018,1,640,5,1,101.0,1,100,1000
2005,200501,418629,154371,79.0,2005004186291,22,1050,290018,1,0,3,1,105.0,1,100,50500
2005,200501,418629,154371,79.0,2005004186291,22,1050,290018,1,0,3,2,81.0,1,100,50500
2005,200501,418629,154371,79.0,2005004186291,22,1050,290018,1,0,3,3,124.0,1,100,50500
2005,200501,418629,154371,79.0,2005004186291,22,1050,290018,1,0,3,4,103.0,1,100,50500
2005,200501,418629,154371,79.0,2005004186291,22,1050,290018,1,0,3,5,98.0,1,100,50500
2005,200501,418654,155559,86.0,2005004186541,22,1050,290018,1,400,6,1,93.0,1,100,11600
2005,200501,418654,155559,86.0,2005004186541,22,1050,290018,1,400,6,2,115.0,1,100,11600
2005,200501,418658,155625,75.0,2005004186581,22,1050,290018,1,0,3,1,58.0,1,100,140200
2005,200501,418658,155625,75.0,2005004186581,22,1050,290018,1,0,3,2,80.0,1,100,140200
2005,200501,418658,155625,75.0,2005004186581,22,1050,290018,1,0,3,3,105.0,1,100,140200
2005,200501,418761,160439,88.0,2005004187611,22,1050,290018,1,0,3,1,75.0,1,100,124500
2005,200501,418761,160439,88.0,2005004187611,22,1050,290018,1,0,3,2,93.0,1,100,124500
2005,200501,418761,160439,88.0,2005004187611,22,1050,290018,1,0,3,3,74.0,1,100,124500
2005,200501,418800,162416,129.0,2005004188001,22,1050,290018,1,1000,3,1,135.0,1,100,98000
2005,200501,419208,181227,56.0,2005004192081,22,1050,290018,1,0,3,1,59.0,1,100,162800
2005,200501,419208,181227,56.0,2005004192081,22,1050,290018,1,0,3,2,52.0,2,200,162800
2005,200501,419314,186080,105.0,2005004193141,22,1050,290018,1,1000,3,1,111.0,1,100,15
2005,200501,419314,186080,105.0,2005004193141,22,1050,290018,1,1000,3,2,112.0,1,100,27400
2005,200501,419314,186080,105.0,2005004193141,22,1050,290018,1,1000,3,3,91.0,7,700,0
2005,200501,419316,186225,119.0,2005004193161,22,1050,290018,1,980,7,1,125.0,6,669,0
2005,200501,419316,186225,119.0,2005004193161,22,1050,290018,1,980,7,2,128.0,6,664,0
2005,200501,419422,191676,110.0,2005004194221,22,1050,290018,1,390,9,1,115.0,1,100,19000
2005,200501,419422,191676,110.0,2005004194221,22,1050,290018,1,390,9,2,121.0,1,100,19000
2005,200501,419439,192245,63.0,2005004194391,22,1050,290018,1,0,1,1,66.0,1,100,35000
2005,200501,419457,193073,72.0,2005004194571,22,1050,290018,1,0,3,1,77.0,1,100,85000
2005,200501,419457,193073,72.0,2005004194571,22,1050,290018,1,0,3,2,76.0,1,100,85000
2005,200501,419474,193763,70.0,2005004194741,22,1050,290018,1,0,4,1,74.0,1,100,102200
2005,200501,419474,193763,70.0,2005004194741,22,1050,290018,1,0,4,2,74.0,1,100,102200
2005,200501,419503,195265,201.0,2005004195031,22,1050,290018,1,0,3,1,181.0,1,100,71350
2005,200501,419503,195265,201.0,2005004195031,22,1050,290018,1,0,3,2,212.0,1,100,71350
2005,200501,419591,198135,76.0,2005004195911,22,1050,290018,1,0,4,1,60.0,1,100,184000
2005,200501,419591,198135,76.0,2005004195911,22,1050,290018,1,0,4,2,80.0,1,100,184000
2005,200501,419591,198135,76.0,2005004195911,22,1050,290018,1,0,4,3,112.0,1,100,184000
2005,200501,419626,199775,80.0,2005004196261,22,1050,290018,1,140,7,1,85.0,1,100,8600
2005,200501,419712,202652,93.0,2005004197121,22,1050,290018,1,0,3,1,85.0,1,100,35700
2005,200501,419712,202652,93.0,2005004197121,22,1050,290018,1,0,3,2,99.0,1,100,35700
2005,200501,419734,203796,198.0,2005004197341,22,1050,290018,1,600,8,1,209.0,1,100,28000
2005,200501,419818,207680,179.0,2005004198181,22,1050,290018,1,0,3,1,199.0,1,100,44000
2005,200501,419818,207680,179.0,2005004198181,22,1050,290018,1,0,3,2,188.0,1,100,44000
2005,200501,419909,211931,203.0,2005004199091,22,1050,290018,1,0,3,1,198.0,1,100,73000
2005,200501,419909,211931,203.0,2005004199091,22,1050,290018,1,0,3,2,216.0,1,100,73000
2005,200501,419971,214640,94.0,2005004199711,22,1050,290018,1,0,3,1,83.0,1,100,128320
2005,200501,419971,214640,94.0,2005004199711,22,1050,290018,1,0,3,2,99.0,1,100,128320
2005,200501,419971,214640,94.0,2005004199711,22,1050,290018,1,0,3,3,167.0,1,100,128320
2005,200501,419976,214767,59.0,2005004199761,22,1050,290018,1,0,5,1,61.0,1,100,47000
2005,200501,419991,215252,96.0,2005004199911,22,1050,290018,1,140,9,1,101.0,1,100,19800
2005,200501,420114,221082,69.0,2005004201141,22,1050,290018,1,0,3,1,65.0,1,100,85100
2005,200501,420114,221082,69.0,2005004201141,22,1050,290018,1,0,3,2,73.0,1,100,85100
2005,200501,420115,221222,112.0,2005004201151,22,1050,290018,1,0,3,1,117.0,1,100,43200
2005,200501,420115,221222,112.0,2005004201151,22,1050,290018,1,0,3,2,140.0,8,813,43200
2005,200501,420115,221222,112.0,2005004201151,22,1050,290018,1,0,3,3,141.0,8,813,43200
2005,200501,420171,223599,52.0,2005004201711,22,1050,290018,1,0,3,1,55.0,8,845,3000
2005,200501,420171,223599,52.0,2005004201711,22,1050,290018,1,0,3,2,70.0,9,904,3000
2005,200501,420171,223599,52.0,2005004201711,22,1050,290018,1,0,3,3,55.0,9,904,3000
2005,200501,420171,223599,52.0,2005004201711,22,1050,290018,1,0,3,4,99.0,9,932,3000
2005,200501,420171,223599,52.0,2005004201711,22,1050,290018,1,0,3,5,57.0,1,100,3000
2005,200501,420323,230048,179.0,2005004203231,22,1050,290018,1,700,6,1,191.0,6,620,0
2005,200501,420418,234915,79.0,2005004204181,22,1050,290018,1,0,3,1,70.0,1,100,85000
2005,200501,420418,234915,79.0,2005004204181,22,1050,290018,1,0,3,2,85.0,1,100,85000
2005,200501,420418,234915,79.0,2005004204181,22,1050,290018,1,0,3,3,141.0,1,100,85000
2005,200501,420468,236799,69.0,2005004204681,22,1050,290018,1,0,3,1,62.0,1,100,93700
2005,200501,420468,236799,69.0,2005004204681,22,1050,290018,1,0,3,2,74.0,1,100,93700
2005,200501,420475,237030,89.0,2005004204751,22,1050,290018,1,0,1,1,94.0,1,100,12000
2005,200501,420777,250957,48.0,2005004207771,22,1050,290018,1,0,1,1,51.0,1,100,660
2005,200501,420781,251113,54.0,2005004207811,22,1050,290018,1,0,3,1,57.0,1,100,84000
2005,200501,420781,251113,54.0,2005004207811,22,1050,290018,1,0,3,2,57.0,1,100,84000
2005,200501,420891,256332,49.0,2005004208911,22,1050,290018,1,0,3,1,52.0,1,100,39600
2005,200501,420980,260977,52.0,2005004209801,22,1050,290018,1,0,3,1,74.0,1,100,71000
2005,200501,420980,260977,52.0,2005004209801,22,1050,290018,1,0,3,2,55.0,1,100,71000
2005,200501,420980,260977,52.0,2005004209801,22,1050,290018,1,0,3,3,73.0,1,100,71000
2005,200501,420980,260977,52.0,2005004209801,22,1050,290018,1,0,3,4,66.0,1,100,71000
2005,200501,420988,261195,90.0,2005004209881,22,1050,290018,1,700,7,1,96.0,1,100,50000
2005,200501,421073,264692,80.0,2005004210731,22,1050,290018,1,0,3,1,87.0,1,100,337500
2005,200501,421073,264692,80.0,2005004210731,22,1050,290018,1,0,3,2,86.0,1,100,337500
2005,200501,421075,264823,92.0,2005004210751,22,1050,290018,1,0,3,1,96.0,1,100,62010
2005,200501,421075,264823,92.0,2005004210751,22,1050,290018,1,0,3,2,110.0,1,100,62010
2005,200501,421075,264823,92.0,2005004210751,22,1050,290018,1,0,3,3,88.0,1,100,62010
2005,200501,421075,264823,92.0,2005004210751,22,1050,290018,1,0,3,4,110.0,1,100,62010
2005,200501,421075,264823,92.0,2005004210751,22,1050,290018,1,0,3,5,110.0,1,100,62010
2005,200501,421075,264823,92.0,2005004210751,22,1050,290018,1,0,3,6,110.0,1,100,62010
2005,200501,421172,269660,96.0,2005004211721,22,1050,290018,1,0,4,1,103.0,1,100,1500
2005,200501,421179,269836,71.0,2005004211791,22,1050,290018,1,0,3,1,73.0,1,100,26100
2005,200501,421192,270512,81.0,2005004211921,22,1050,290018,1,430,6,1,87.0,1,100,36000
2005,200501,421280,274969,102.0,2005004212801,22,1050,290018,1,0,4,1,108.0,1,100,6900
2005,200501,421280,274969,102.0,2005004212801,22,1050,290018,1,0,4,2,107.0,1,100,5000
2005,200501,421341,277843,54.0,2005004213411,22,1050,290018,1,580,3,1,58.0,1,100,63000
2005,200501,421341,277843,54.0,2005004213411,22,1050,290018,1,580,3,2,58.0,1,100,63000
2005,200501,421609,289553,119.0,2005004216091,22,1050,290018,1,570,8,1,126.0,1,100,3500
2005,200501,421705,294008,208.0,2005004217051,22,1050,290018,1,650,3,1,220.0,1,100,18000
2005,200501,421709,294073,109.0,2005004217091,22,1050,290018,1,530,7,1,59.0,1,100,46000
2005,200501,421709,294073,109.0,2005004217091,22,1050,290018,1,530,7,2,113.0,1,100,46000
2005,200501,421856,300771,80.0,2005004218561,22,1050,290018,1,0,1,1,86.0,1,100,18700
2005,200501,421856,300771,80.0,2005004218561,22,1050,290018,1,0,1,2,85.0,1,100,18700
2005,200501,421928,304612,64.0,2005004219281,22,1050,290018,1,0,3,1,68.0,1,100,54420
2005,200501,421928,304612,64.0,2005004219281,22,1050,290018,1,0,3,2,94.0,1,100,54420
2005,200501,421975,306316,50.0,2005004219751,22,1050,290018,1,0,3,1,54.0,1,100,33000
2005,200501,421988,307053,75.0,2005004219881,22,1050,290018,1,0,4,1,82.0,1,100,16200
2005,200501,421988,307053,75.0,2005004219881,22,1050,290018,1,0,4,2,80.0,1,100,16200
2005,200501,422029,309439,68.0,2005004220291,22,1050,290018,1,0,3,1,71.0,1,100,3500
2005,200501,422029,309439,68.0,2005004220291,22,1050,290018,1,0,3,2,60.0,1,100,3500
2005,200501,422029,309439,68.0,2005004220291,22,1050,290018,1,0,3,3,71.0,1,100,3500
2005,200501,422032,309498,85.0,2005004220321,22,1050,290018,1,430,1,1,105.0,1,100,23600
2005,200501,422032,309498,85.0,2005004220321,22,1050,290018,1,430,1,2,88.0,1,100,23600
2005,200501,422032,309498,85.0,2005004220321,22,1050,290018,1,430,1,3,121.0,1,100,23600
2005,200501,422138,313884,206.0,2005004221381,22,1050,290018,1,0,3,1,160.0,1,100,45000
2005,200501,422138,313884,206.0,2005004221381,22,1050,290018,1,0,3,2,219.0,1,100,45000
2005,200501,422172,315546,251.0,2005004221721,22,1050,290018,1,0,1,1,264.0,1,100,6000
2005,200501,422172,315546,251.0,2005004221721,22,1050,290018,1,0,1,2,401.0,1,100,6000
2005,200501,422172,315546,251.0,2005004221721,22,1050,290018,1,0,1,3,332.0,1,100,6000
2005,200501,422172,315546,251.0,2005004221721,22,1050,290018,1,0,1,4,327.0,1,100,6000
2005,200501,422210,317480,88.0,2005004222101,22,1050,290018,1,420,9,1,92.0,1,100,30500
2005,200501,422230,318142,63.0,2005004222301,22,1050,290018,1,0,3,1,66.0,2,200,58000
2005,200501,422284,320134,75.0,2005004222841,22,1050,290018,1,0,3,1,61.0,1,100,73500
2005,200501,422284,320134,75.0,2005004222841,22,1050,290018,1,0,3,2,80.0,1,100,73500
2005,200501,422284,320134,75.0,2005004222841,22,1050,290018,1,0,3,3,93.0,1,100,73500
2005,200501,422284,320134,75.0,2005004222841,22,1050,290018,1,0,3,4,113.0,1,100,73500
2005,200501,422284,320134,75.0,2005004222841,22,1050,290018,1,0,3,5,108.0,1,100,73500
2005,200501,422301,320713,77.0,2005004223011,22,1050,290018,1,180,1,1,82.0,1,100,12900
2005,200501,422301,320713,77.0,2005004223011,22,1050,290018,1,180,1,2,109.0,1,100,12900
2005,200501,422325,321619,295.0,2005004223251,22,1050,290018,1,0,1,1,311.0,1,100,10000
2005,200501,422352,322399,222.0,2005004223521,22,1050,290018,1,330,9,1,232.0,1,100,1700
2005,200501,422377,323328,51.0,2005004223771,22,1050,290018,1,0,3,1,53.0,1,100,39000
2005,200501,422377,323328,51.0,2005004223771,22,1050,290018,1,0,3,2,55.0,1,100,39000
2005,200501,422419,325337,68.0,2005004224191,22,1050,290018,1,0,3,1,61.0,1,100,90600
2005,200501,422419,325337,68.0,2005004224191,22,1050,290018,1,0,3,2,70.0,1,100,90600
2005,200501,422419,325337,68.0,2005004224191,22,1050,290018,1,0,3,3,83.0,1,100,90600
2005,200501,422419,325337,68.0,2005004224191,22,1050,290018,1,0,3,4,99.0,1,100,90600
2005,200501,422649,335804,215.0,2005004226491,22,1050,290018,1,500,9,1,171.0,4,400,29000
2005,200501,422649,335804,215.0,2005004226491,22,1050,290018,1,500,9,2,228.0,4,400,29000
2005,200501,422832,343788,58.0,2005004228321,22,1050,290018,1,0,3,1,62.0,1,100,40100
2005,200501,422832,343788,58.0,2005004228321,22,1050,290018,1,0,3,2,60.0,1,100,40100
2005,200501,422959,349012,121.0,2005004229591,22,1050,290018,1,430,9,1,129.0,1,100,7400
2005,200501,423403,370317,69.0,2005004234031,22,1050,290018,1,160,6,1,74.0,1,100,6800
2005,200501,423462,372648,125.0,2005004234621,22,1050,290018,1,850,6,1,132.0,6,620,100000
2005,200501,423462,372648,125.0,2005004234621,22,1050,290018,1,850,6,2,98.0,6,620,100000
2005,200501,423462,372648,125.0,2005004234621,22,1050,290018,1,850,6,3,96.0,6,620,100000
2005,200501,423497,374283,92.0,2005004234971,22,1050,290018,1,2300,10,1,96.0,1,100,124000
2005,200501,423619,380505,393.0,2005004236191,22,1050,290018,1,300,10,1,415.0,5,500,0
2005,200501,423627,381084,68.0,2005004236271,22,1050,290018,1,0,7,1,70.0,1,100,32400
2005,200501,423633,381533,96.0,2005004236331,22,1050,290018,1,0,3,1,86.0,1,100,52300
2005,200501,423633,381533,96.0,2005004236331,22,1050,290018,1,0,3,2,101.0,1,100,52300
2005,200501,423709,385026,93.0,2005004237091,22,1050,290018,1,0,3,1,80.0,1,100,44571
2005,200501,423709,385026,93.0,2005004237091,22,1050,290018,1,0,3,2,99.0,1,100,44571
2005,200501,423723,385636,51.0,2005004237231,22,1050,290018,1,0,3,1,68.0,1,100,86000
2005,200501,423723,385636,51.0,2005004237231,22,1050,290018,1,0,3,2,53.0,1,100,86000
2005,200501,423723,385636,51.0,2005004237231,22,1050,290018,1,0,3,3,66.0,1,100,86000
2005,200501,423723,385636,51.0,2005004237231,22,1050,290018,1,0,3,4,66.0,1,100,86000
2005,200501,423777,388891,132.0,2005004237771,22,1050,290018,1,510,7,1,140.0,1,100,68000
2005,200501,423930,396093,492.0,2005004239301,22,1050,290018,1,0,7,1,519.0,1,100,4200
2005,200501,423930,396093,492.0,2005004239301,22,1050,290018,1,0,7,2,365.0,1,100,4200
2005,200501,423930,396093,492.0,2005004239301,22,1050,290018,1,0,7,3,362.0,1,100,4200
2005,200501,423930,396093,492.0,2005004239301,22,1050,290018,1,0,7,4,344.0,1,100,4200
2005,200501,423939,396667,71.0,2005004239391,22,1050,290018,1,0,1,1,66.0,1,100,72000
2005,200501,423939,396667,71.0,2005004239391,22,1050,290018,1,0,1,2,74.0,1,100,72000
2005,200501,423954,397177,110.0,2005004239541,22,1050,290018,1,900,7,1,115.0,1,100,0
2005,200501,423954,397177,110.0,2005004239541,22,1050,290018,1,900,7,2,115.0,1,100,600
2005,200501,423954,397177,110.0,2005004239541,22,1050,290018,1,900,7,3,116.0,1,100,8000
2005,200501,424077,402923,72.0,2005004240771,22,1050,290018,1,0,3,1,55.0,1,100,325280
